1,Solved,7366,8.143592199999999
3,Solved,212114,290.37437370000004
4,Solved,212,0.2734968999999978
5,Solved,525,0.7970056999999997
6,Solved,21,0.04061050000001387
7,Solved,96590,113.9565768
8,Solved,963,1.809856200000013
9,Solved,32641,39.46842809999998
10,Solved,64338,80.77615209999999
11,Solved,20964,24.88179930000001
12,Solved,9398,14.692877700000054
13,Solved,896,1.8626572000000579
14,Solved,1867,2.1214780000000246
15,Solved,1052,1.1357023000000481
16,Solved,2987652,3539.4552846
17,Solved,2057,2.1498776999997062
18,Solved,21,0.06893219999983557
19,Solved,318158,359.81171859999995
20,Solved,681945,771.6596447000002
21,Solved,15,0.05946539999968081
22,Solved,10105,11.45278640000015
23,Solved,944,1.0764862999994875
24,Solved,15,0.02691289999984292
25,Solved,374,0.38948269999946206
26,Solved,10247,11.089837500000613
27,Solved,780,0.812684900000022
28,Solved,232126,261.3270380999993
29,Solved,10,0.03918879999946512
30,Solved,1628,1.991874899999857
31,Solved,2825,2.821563100000276
32,Solved,2026,3.1254903999997623
33,Solved,6289,7.581630200000291
34,Solved,239120,266.26739390000057
35,Solved,486334,587.0987839
36,Solved,114,0.13420459999997547
37,Solved,2321,2.4514084000002185
38,Solved,634,0.7144133000001602
39,Solved,4562,5.340233900000385
40,Solved,115093,145.66598859999976
1,Solved,7366,8.515998199999999
3,Solved,212114,252.51030310000002
4,Solved,212,0.2699531999999749
5,Solved,525,0.6843756000000099
6,Solved,21,0.03950829999996586
7,Solved,96590,113.09109590000003
8,Solved,963,1.434910900000034
9,Solved,32641,39.973751100000015
10,Solved,64338,72.0368676
11,Solved,20964,25.12838720000002
12,Solved,9398,10.77264009999999
13,Solved,896,1.0153951999999435
14,Solved,1867,2.1598318000000063
15,Solved,1052,1.2093300000000227
