161,Solved,184,0.21803
320,Solved,188,0.22226
79,Solved,189,0.25455
130,Solved,191,0.27839
501,Solved,193,0.20674
544,Solved,194,0.23676
435,Solved,196,0.25292
638,Solved,202,0.23731
337,Solved,211,0.25892
44,Solved,213,0.28936
436,Solved,217,0.25737
148,Solved,221,0.30943
175,Solved,221,0.26009
127,Solved,227,0.28193
6,Solved,229,0.29218
612,Solved,233,0.28151
361,Solved,245,0.46636
216,Solved,246,0.35002
674,Solved,247,0.31935
664,Solved,249,0.34305
522,Solved,251,0.30878
427,Solved,257,0.32721
565,Solved,260,0.30340
313,Solved,273,0.34676
429,Solved,276,0.34407
51,Solved,284,0.35036
153,Solved,285,0.35041
556,Solved,285,0.32627
360,Solved,290,0.36909
128,Solved,301,0.34421
477,Solved,301,0.36358
713,Solved,307,0.35515
145,Solved,310,0.34987
299,Solved,312,0.37714
81,Solved,326,0.41314
116,Solved,333,0.31970
690,Solved,337,0.40377
91,Solved,345,0.37477
536,Solved,349,0.36812
212,Solved,354,0.42102
62,Solved,359,0.43709
452,Solved,362,0.46300
473,Solved,370,0.42825
5,Solved,375,0.45326
27,Solved,386,0.41412
255,Solved,394,0.39511
235,Solved,397,0.45068
4,Solved,398,0.49102
695,Solved,401,0.48877
191,Solved,404,0.51783
94,Solved,415,0.52091
247,Solved,416,0.70853
441,Solved,428,0.66198
608,Solved,432,0.51368
121,Solved,433,0.54474
74,Solved,442,0.62619
352,Solved,463,0.53479
104,Solved,487,0.69675
103,Solved,1,0.00246
56,Solved,1,0.00215
198,Solved,1,0.00218
285,Solved,1,0.00220
289,Solved,1,0.00195
317,Solved,1,0.00235
85,Solved,2,0.00573
174,Solved,2,0.00469
184,Solved,2,0.00587
324,Solved,2,0.00503
409,Solved,2,0.00431
526,Solved,2,0.00533
93,Solved,3,0.00751
173,Solved,3,0.00771
159,Solved,3,0.00897
90,Solved,3,0.00691
194,Solved,3,0.00826
211,Solved,3,0.00672
343,Solved,3,0.00732
415,Solved,3,0.00696
533,Solved,3,0.00780
543,Solved,3,0.00621
546,Solved,3,0.00710
553,Solved,3,0.00706
678,Solved,3,0.00752
712,Solved,3,0.00723
53,Solved,4,0.00988
123,Solved,4,0.00995
154,Solved,4,0.00973
24,Solved,4,0.01074
52,Solved,4,0.00989
57,Solved,4,0.00986
206,Solved,4,0.01190
312,Solved,4,0.01127
364,Solved,4,0.01000
370,Solved,4,0.00984
387,Solved,4,0.01171
520,Solved,4,0.00946
524,Solved,4,0.00953
561,Solved,4,0.00948
568,Solved,4,0.00939
629,Solved,4,0.01038
667,Solved,4,0.00922
684,Solved,4,0.00974
714,Solved,4,0.01003
168,Solved,5,0.01013
190,Solved,5,0.01086
288,Solved,5,0.01294
305,Solved,5,0.01251
368,Solved,5,0.01321
401,Solved,5,0.01080
410,Solved,5,0.01264
425,Solved,5,0.01337
475,Solved,5,0.01736
517,Solved,5,0.01305
531,Solved,5,0.01285
548,Solved,5,0.01078
593,Solved,5,0.01096
622,Solved,5,0.01217
625,Solved,5,0.01248
633,Solved,5,0.01093
654,Solved,5,0.01474
677,Solved,5,0.01192
701,Solved,5,0.01168
136,Solved,6,0.01189
29,Solved,6,0.01484
75,Solved,6,0.01333
196,Solved,6,0.01418
215,Solved,6,0.01375
336,Solved,6,0.01437
358,Solved,6,0.01424
443,Solved,6,0.01267
507,Solved,6,0.01438
518,Solved,6,0.01334
525,Solved,6,0.01275
528,Solved,6,0.01476
567,Solved,6,0.01416
600,Solved,6,0.01359
679,Solved,6,0.01459
707,Solved,6,0.01485
134,Solved,7,0.01462
156,Solved,7,0.01629
163,Solved,7,0.01409
151,Solved,7,0.01650
38,Solved,7,0.01570
99,Solved,7,0.01744
207,Solved,7,0.01432
227,Solved,7,0.01603
231,Solved,7,0.01596
266,Solved,7,0.01825
282,Solved,7,0.01524
292,Solved,7,0.01754
339,Solved,7,0.01776
340,Solved,7,0.01689
359,Solved,7,0.01757
376,Solved,7,0.02882
400,Solved,7,0.01879
482,Solved,7,0.01622
549,Solved,7,0.02334
651,Solved,7,0.01924
686,Solved,7,0.01957
50,Solved,8,0.01888
109,Solved,8,0.01891
144,Solved,8,0.01876
204,Solved,8,0.01757
262,Solved,8,0.01855
263,Solved,8,0.01854
284,Solved,8,0.02064
344,Solved,8,0.02207
354,Solved,8,0.02318
371,Solved,8,0.02182
420,Solved,8,0.01959
466,Solved,8,0.02298
513,Solved,8,0.02280
670,Solved,8,0.02233
675,Solved,8,0.01790
17,Solved,9,0.02568
300,Solved,9,0.02305
437,Solved,9,0.02322
569,Solved,9,0.02158
663,Solved,9,0.02326
33,Solved,10,0.02402
374,Solved,10,0.02509
423,Solved,10,0.02337
550,Solved,10,0.02511
213,Solved,11,0.02589
454,Solved,11,0.02769
604,Solved,11,0.02592
13,Solved,12,0.02904
220,Solved,12,0.02726
511,Solved,12,0.02908
18,Solved,13,0.03032
267,Solved,13,0.02994
311,Solved,13,0.02934
95,Solved,14,0.03336
35,Solved,14,0.05390
529,Solved,16,0.05787
36,Solved,54,0.07206
398,Solved,72,0.08930
447,Solved,74,0.09550
586,Solved,83,0.10261
619,Solved,84,0.10472
673,Solved,87,0.10731
542,Solved,89,0.11120
125,Solved,93,0.11592
209,Solved,93,0.12737
464,Solved,99,0.12229
92,Solved,106,0.12887
383,Solved,107,0.13554
606,Solved,115,0.15052
552,Solved,116,0.15175
30,Solved,121,0.15118
86,Solved,128,0.15857
54,Solved,129,0.15804
353,Solved,129,0.17055
432,Solved,132,0.16937
382,Solved,134,0.20303
68,Solved,138,0.16592
406,Solved,141,0.17819
249,Solved,148,0.16199
80,Solved,149,0.16470
694,Solved,149,0.17225
404,Solved,151,0.18985
635,Solved,151,0.18238
132,Solved,155,0.19479
246,Solved,158,0.18732
503,Solved,159,0.18000
613,Solved,159,0.19551
631,Solved,168,0.21911
397,Solved,171,0.19644
699,Solved,176,0.17969
656,Solved,178,0.21844
564,Solved,180,0.18066
161,Solved,184,0.20676
320,Solved,188,0.21366
79,Solved,189,0.24316
130,Solved,191,0.22759
501,Solved,193,0.18899
544,Solved,194,0.22724
435,Solved,196,0.23216
638,Solved,202,0.21018
337,Solved,211,0.24421
44,Solved,213,0.24814
436,Solved,217,0.24873
148,Solved,221,0.27505
175,Solved,221,0.25625
127,Solved,227,0.27376
6,Solved,229,0.28279
612,Solved,233,0.26958
361,Solved,245,0.28483
216,Solved,246,0.30354
674,Solved,247,0.31540
664,Solved,249,0.30063
522,Solved,251,0.29828
427,Solved,257,0.31677
565,Solved,260,0.29376
313,Solved,273,0.33423
429,Solved,276,0.33404
51,Solved,284,0.34271
153,Solved,285,0.34043
556,Solved,285,0.31538
360,Solved,290,0.35891
128,Solved,301,0.33813
477,Solved,301,0.35199
713,Solved,307,0.34335
145,Solved,310,0.34434
299,Solved,312,0.36529
81,Solved,326,0.39619
116,Solved,333,0.31170
690,Solved,337,0.44044
91,Solved,345,0.35964
536,Solved,349,0.36309
212,Solved,354,0.41027
62,Solved,359,0.42233
452,Solved,362,0.45155
473,Solved,370,0.41667
5,Solved,375,0.44191
27,Solved,386,0.40515
255,Solved,394,0.38951
235,Solved,397,0.44086
4,Solved,398,0.48227
