103,Solved,1,0.00280
56,Solved,1,0.00356
198,Solved,1,0.00380
285,Solved,1,0.00379
289,Solved,1,0.00367
317,Solved,1,0.00339
85,Solved,2,0.00896
174,Solved,2,0.00719
184,Solved,2,0.00797
324,Solved,2,0.00740
409,Solved,2,0.00814
526,Solved,2,0.00779
93,Solved,3,0.01189
173,Solved,3,0.00776
159,Solved,3,0.00664
90,Solved,3,0.00714
194,Solved,3,0.00791
211,Solved,3,0.00710
343,Solved,3,0.00681
415,Solved,3,0.00688
533,Solved,3,0.00746
543,Solved,3,0.00665
546,Solved,3,0.00699
553,Solved,3,0.00736
678,Solved,3,0.00753
712,Solved,3,0.00756
53,Solved,4,0.00936
123,Solved,4,0.00919
154,Solved,4,0.01121
24,Solved,4,0.01093
52,Solved,4,0.00965
57,Solved,4,0.01060
206,Solved,4,0.01098
312,Solved,4,0.01076
364,Solved,4,0.01008
370,Solved,4,0.01006
387,Solved,4,0.01088
520,Solved,4,0.00908
524,Solved,4,0.00972
561,Solved,4,0.00992
568,Solved,4,0.00922
629,Solved,4,0.00980
667,Solved,4,0.00962
684,Solved,4,0.00950
714,Solved,4,0.01375
168,Solved,5,0.01834
190,Solved,5,0.01711
288,Solved,5,0.02123
305,Solved,5,0.02068
368,Solved,5,0.01886
401,Solved,5,0.01126
410,Solved,5,0.01211
425,Solved,5,0.01250
475,Solved,5,0.01208
517,Solved,5,0.01132
531,Solved,5,0.01425
548,Solved,5,0.01068
593,Solved,5,0.01130
622,Solved,5,0.01291
625,Solved,5,0.01392
633,Solved,5,0.01156
654,Solved,5,0.01152
677,Solved,5,0.01232
701,Solved,5,0.01263
136,Solved,6,0.01287
29,Solved,6,0.01546
75,Solved,6,0.01369
196,Solved,6,0.01478
215,Solved,6,0.01365
336,Solved,6,0.01405
358,Solved,6,0.01376
443,Solved,6,0.01298
507,Solved,6,0.01493
518,Solved,6,0.01422
525,Solved,6,0.01374
528,Solved,6,0.01744
567,Solved,6,0.01488
600,Solved,6,0.01424
679,Solved,6,0.01519
707,Solved,6,0.01489
134,Solved,7,0.01493
156,Solved,7,0.01743
163,Solved,7,0.01416
151,Solved,7,0.01928
38,Solved,7,0.02080
99,Solved,7,0.02649
207,Solved,7,0.03833
227,Solved,7,0.02382
231,Solved,7,0.03535
266,Solved,7,0.02917
282,Solved,7,0.02370
292,Solved,7,0.01928
339,Solved,7,0.01934
340,Solved,7,0.02025
359,Solved,7,0.01803
376,Solved,7,0.01863
400,Solved,7,0.01698
482,Solved,7,0.01651
549,Solved,7,0.01676
651,Solved,7,0.01838
686,Solved,7,0.01786
50,Solved,8,0.01978
109,Solved,8,0.02131
144,Solved,8,0.01964
204,Solved,8,0.01866
262,Solved,8,0.01982
263,Solved,8,0.01921
284,Solved,8,0.01886
344,Solved,8,0.01963
354,Solved,8,0.01746
371,Solved,8,0.01861
420,Solved,8,0.01610
466,Solved,8,0.02041
513,Solved,8,0.02101
670,Solved,8,0.02026
675,Solved,8,0.01918
17,Solved,9,0.02085
300,Solved,9,0.02216
437,Solved,9,0.02266
569,Solved,9,0.02072
663,Solved,9,0.02115
33,Solved,10,0.02229
374,Solved,10,0.02444
423,Solved,10,0.02458
550,Solved,10,0.02744
213,Solved,11,0.02618
454,Solved,11,0.02939
604,Solved,11,0.02786
13,Solved,12,0.04450
220,Solved,12,0.03434
511,Solved,12,0.04528
18,Solved,13,0.05151
267,Solved,13,0.04762
311,Solved,13,0.04861
95,Solved,14,0.05276
35,Solved,14,0.05302
529,Solved,16,0.06259
36,Solved,54,0.11134
398,Solved,72,0.15839
447,Solved,74,0.17425
586,Solved,83,0.13037
619,Solved,84,0.10414
673,Solved,87,0.12410
542,Solved,89,0.11578
125,Solved,93,0.12296
209,Solved,93,0.12750
464,Solved,99,0.12620
92,Solved,106,0.12805
383,Solved,107,0.13368
606,Solved,115,0.15430
552,Solved,116,0.16066
30,Solved,121,0.15864
86,Solved,128,0.15111
54,Solved,129,0.16215
353,Solved,129,0.15690
432,Solved,132,0.17230
382,Solved,134,0.17459
68,Solved,138,0.16592
406,Solved,141,0.17212
249,Solved,148,0.16652
80,Solved,149,0.15885
694,Solved,149,0.20401
404,Solved,151,0.19374
635,Solved,151,0.19167
132,Solved,155,0.19558
246,Solved,158,0.19315
503,Solved,159,0.18197
613,Solved,159,0.19853
631,Solved,168,0.21231
397,Solved,171,0.20624
699,Solved,176,0.18583
656,Solved,178,0.23825
564,Solved,180,0.17996
